UF,Município, Limite de Gasto Prefeito 1º Turno , Limite de Gasto Prefeito 2º Turno , Limite de Gasto Vereador , Limite Contratação Prefeito , Limite Contratação Vereador , Eleitorado Apto 
AC,ACRELÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 95 , 48 , 9 506 
MT,NOBRES, R$ 430 714,66 , R$ -   , R$ 20 845,00 , 108 , 54 , 10 814 
MT,NORTELÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 413 
MT,NOSSA SENHORA DO LIVRAMENTO, R$ 108 039,06 , R$ -   , R$ 18 702,51 , 115 , 58 , 11 492 
MT,NOVA BANDEIRANTES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 92 , 46 , 9 180 
MT,NOVA BRASILÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 32 , 16 , 3 206 
MT,NOVA CANAÃ DO NORTE, R$ 108 039,06 , R$ -   , R$ 20 041,62 , 100 , 50 , 10 039 
MT,NOVA GUARITA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 38 , 19 , 3 763 
MT,NOVA LACERDA, R$ 275 918,41 , R$ -   , R$ 10 803,91 , 47 , 24 , 4 716 
MT,NOVA MARILÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 711 
MT,NOVA MARINGÁ, R$ 157 793,73 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 163 
MT,NOVA MONTE VERDE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 57 , 29 , 5 746 
MT,NOVA MUTUM, R$ 721 274,70 , R$ -   , R$ 38 394,91 , 239 , 120 , 23 942 
MT,NOVA NAZARÉ, R$ 108 039,06 , R$ -   , R$ 14 072,55 , 23 , 12 , 2 320 
MT,NOVA OLÍMPIA, R$ 246 627,10 , R$ -   , R$ 18 897,29 , 124 , 62 , 12 444 
MT,NOVA SANTA HELENA, R$ 108 039,06 , R$ -   , R$ 27 850,98 , 35 , 18 , 3 459 
MT,NOVA UBIRATÃ, R$ 150 458,65 , R$ -   , R$ 13 623,29 , 64 , 32 , 6 418 
MT,NOVA XAVANTINA, R$ 267 889,30 , R$ -   , R$ 38 175,28 , 150 , 75 , 15 010 
MT,NOVO HORIZONTE DO NORTE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 31 , 16 , 3 146 
MT,NOVO MUNDO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 52 , 26 , 5 170 
MT,NOVO SANTO ANTÔNIO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 17 , 9 , 1 740 
MT,NOVO SÃO JOAQUIM, R$ 143 723,08 , R$ -   , R$ 10 803,91 , 51 , 26 , 5 094 
MT,PARANAÍTA, R$ 280 305,95 , R$ -   , R$ 18 830,41 , 86 , 43 , 8 626 
MT,PARANATINGA, R$ 297 519,94 , R$ -   , R$ 22 403,27 , 145 , 73 , 14 460 
MT,PEDRA PRETA, R$ 108 039,06 , R$ -   , R$ 29 292,61 , 128 , 64 , 12 845 
MT,PEIXOTO DE AZEVEDO, R$ 168 127,47 , R$ -   , R$ 13 865,77 , 192 , 96 , 19 218 
MT,PLANALTO DA SERRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 22 , 11 , 2 248 
MT,POCONÉ, R$ 218 803,76 , R$ -   , R$ 13 631,79 , 223 , 112 , 22 336 
MT,PONTAL DO ARAGUAIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 50 , 25 , 4 978 
MT,PONTE BRANCA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 18 , 9 , 1 796 
MT,PONTES E LACERDA, R$ 517 344,11 , R$ -   , R$ 72 066,98 , 276 , 138 , 27 621 
MT,PORTO ALEGRE DO NORTE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 73 , 37 , 7 325 
MT,PORTO DOS GAÚCHOS, R$ 205 324,47 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 151 
MT,PORTO ESPERIDIÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 81 , 41 , 8 139 
MT,PORTO ESTRELA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 32 , 16 , 3 230 
MT,POXORÉU, R$ 293 152,60 , R$ -   , R$ 44 864,52 , 136 , 68 , 13 580 
MT,PRIMAVERA DO LESTE, R$ 1 929 318,82 , R$ -   , R$ 89 521,90 , 308 , 154 , 38 073 
MT,QUERÊNCIA, R$ 733 683,42 , R$ -   , R$ 46 928,00 , 113 , 57 , 11 321 
MT,RESERVA DO CABAÇAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 21 , 11 , 2 097 
MT,RIBEIRÃO CASCALHEIRA, R$ 192 469,70 , R$ -   , R$ 15 107,26 , 66 , 33 , 6 624 
MT,RIBEIRÃOZINHO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 19 , 10 , 1 881 
MT,RIO BRANCO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 213 
MT,RONDOLÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 26 , 13 , 2 603 
MT,RONDONÓPOLIS, R$ 2 567 112,04 , R$ -   , R$ 93 377,07 , 415 , 192 , 145 044 
MT,ROSÁRIO OESTE, R$ 297 568,99 , R$ -   , R$ 40 717,38 , 121 , 61 , 12 138 
MT,SALTO DO CÉU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 30 , 15 , 2 984 
MT,SANTA CARMEM, R$ 159 648,08 , R$ -   , R$ 10 803,91 , 34 , 17 , 3 399 
MT,SANTA CRUZ DO XINGU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 16 , 8 , 1 600 
MT,SANTA RITA DO TRIVELATO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 21 , 11 , 2 135 
MT,SANTA TEREZINHA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 50 , 25 , 4 988 
MT,SANTO AFONSO, R$ 136 692,05 , R$ -   , R$ 10 803,91 , 25 , 13 , 2 511 
MT,SANTO ANTÔNIO DO LESTE, R$ 216 963,43 , R$ -   , R$ 18 880,05 , 24 , 12 , 2 425 
MT,SANTO ANTÔNIO DO LEVERGER, R$ 685 571,38 , R$ -   , R$ 28 342,20 , 149 , 75 , 14 863 
MT,SÃO FÉLIX DO ARAGUAIA, R$ 144 415,12 , R$ -   , R$ 16 224,88 , 69 , 35 , 6 867 
MT,SÃO JOSÉ DO POVO, R$ 108 039,06 , R$ -   , R$ 17 328,96 , 30 , 15 , 2 958 
MT,SÃO JOSÉ DO RIO CLARO, R$ 195 239,05 , R$ -   , R$ 30 549,89 , 112 , 56 , 11 211 
MT,SÃO JOSÉ DO XINGU, R$ 169 693,17 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 440 
MT,SÃO JOSÉ DOS QUATRO MARCOS, R$ 134 920,93 , R$ -   , R$ 10 803,91 , 144 , 72 , 14 388 
MT,SÃO PEDRO DA CIPA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 34 , 17 , 3 437 
MT,SAPEZAL, R$ 108 039,06 , R$ -   , R$ 41 174,77 , 136 , 68 , 13 582 
MT,SERRA NOVA DOURADA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 14 , 7 , 1 426 
MT,SINOP, R$ 1 073 025,71 , R$ -   , R$ 102 738,43 , 358 , 179 , 88 087 
MT,SORRISO, R$ 730 234,11 , R$ -   , R$ 42 373,55 , 323 , 162 , 52 561 
MT,TABAPORÃ, R$ 192 187,03 , R$ -   , R$ 19 486,79 , 68 , 34 , 6 829 
MT,TANGARÁ DA SERRA, R$ 279 015,72 , R$ -   , R$ 45 497,25 , 334 , 167 , 64 028 
MT,TAPURAH, R$ 321 241,84 , R$ -   , R$ 10 803,91 , 77 , 39 , 7 744 
MT,TERRA NOVA DO NORTE, R$ 108 039,06 , R$ -   , R$ 16 268,55 , 88 , 44 , 8 833 
MT,TESOURO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 744 
MT,TORIXORÉU, R$ 164 880,48 , R$ -   , R$ 14 267,92 , 31 , 16 , 3 128 
MT,UNIÃO DO SUL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 26 , 13 , 2 570 
MT,VALE DE SÃO DOMINGOS, R$ 151 761,55 , R$ -   , R$ 22 679,75 , 27 , 14 , 2 690 
MT,VÁRZEA GRANDE, R$ 2 492 363,87 , R$ -   , R$ 82 482,77 , 453 , 192 , 182 981 
MT,VERA, R$ 108 039,06 , R$ -   , R$ 27 197,99 , 66 , 33 , 6 582 
MT,VILA BELA DA SANTÍSSIMA TRINDADE, R$ 327 313,47 , R$ -   , R$ 10 803,91 , 100 , 50 , 9 982 
MT,VILA RICA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 133 , 67 , 13 251 
PA,ABAETETUBA, R$ 230 710,36 , R$ -   , R$ 32 716,11 , 375 , 188 , 104 665 
PA,ABEL FIGUEIREDO, R$ 184 363,11 , R$ -   , R$ 21 693,85 , 61 , 31 , 6 094 
PA,ACARÁ, R$ 310 232,00 , R$ -   , R$ 19 597,88 , 313 , 157 , 43 484 
PA,AFUÁ, R$ 108 039,06 , R$ -   , R$ 14 644,98 , 229 , 115 , 22 907 
PA,ÁGUA AZUL DO NORTE, R$ 142 935,25 , R$ -   , R$ 10 803,91 , 97 , 49 , 9 747 
PA,ALENQUER, R$ 108 039,06 , R$ -   , R$ 16 404,48 , 307 , 154 , 37 004 
PA,ALMEIRIM, R$ 108 039,06 , R$ -   , R$ 13 417,59 , 222 , 111 , 22 204 
PA,ALTAMIRA, R$ 1 079 661,85 , R$ -   , R$ 93 065,12 , 342 , 171 , 71 948 
PA,ANAJÁS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 185 , 93 , 18 502 
PA,ANANINDEUA, R$ 1 169 367,02 , R$ 350 810,11 , R$ 101 287,46 , 561 , 281 , 291 273 
PA,ANAPU, R$ 288 888,80 , R$ -   , R$ 14 241,34 , 174 , 87 , 17 428 
PA,AUGUSTO CORRÊA, R$ 216 078,64 , R$ -   , R$ 14 324,29 , 306 , 153 , 35 705 
PA,AURORA DO PARÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 186 , 93 , 18 631 
PA,AVEIRO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 109 , 55 , 10 874 
PA,BAGRE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 140 , 70 , 14 043 
PA,BAIÃO, R$ 108 039,06 , R$ -   , R$ 22 543,61 , 237 , 119 , 23 704 
PA,BANNACH, R$ 108 039,06 , R$ -   , R$ 17 452,03 , 31 , 16 , 3 141 
PA,BARCARENA, R$ 1 431 782,75 , R$ -   , R$ 46 379,03 , 349 , 175 , 78 512 
PA,BELÉM, R$ 1 414 386,25 , R$ 424 315,88 , R$ 384 520,22 , 1 313 , 368 , 1 043 219 
PA,BELTERRA, R$ 108 039,06 , R$ -   , R$ 16 163,37 , 142 , 71 , 14 184 
PA,BENEVIDES, R$ 392 198,78 , R$ -   , R$ 34 795,36 , 311 , 156 , 40 607 
PA,BOM JESUS DO TOCANTINS, R$ 256 245,06 , R$ -   , R$ 10 803,91 , 113 , 57 , 11 253 
PA,BONITO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 118 , 59 , 11 838 
PA,BRAGANÇA, R$ 272 612,64 , R$ -   , R$ 48 891,42 , 345 , 173 , 75 467 
PA,BRASIL NOVO, R$ 570 657,00 , R$ -   , R$ 18 023,39 , 135 , 68 , 13 526 
PA,BREJO GRANDE DO ARAGUAIA, R$ 141 713,80 , R$ -   , R$ 10 803,91 , 69 , 35 , 6 890 
PA,BREU BRANCO, R$ 108 039,06 , R$ -   , R$ 28 327,51 , 302 , 151 , 31 523 
PA,BREVES, R$ 222 677,79 , R$ -   , R$ 57 559,49 , 331 , 166 , 61 215 
PA,BUJARU, R$ 108 039,06 , R$ -   , R$ 13 810,85 , 204 , 102 , 20 444 
PA,CACHOEIRA DO ARARI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 180 , 90 , 18 039 
PA,CACHOEIRA DO PIRIÁ, R$ 170 058,82 , R$ -   , R$ 25 399,05 , 139 , 70 , 13 931 
PA,CAMETÁ, R$ 108 039,06 , R$ -   , R$ 28 739,97 , 357 , 179 , 87 492 
PA,CANAÃ DOS CARAJÁS, R$ 830 461,31 , R$ -   , R$ 76 778,95 , 310 , 155 , 39 832 
PA,CAPANEMA, R$ 262 690,22 , R$ -   , R$ 43 843,59 , 318 , 159 , 48 229 
PA,CAPITÃO POÇO, R$ 108 039,06 , R$ -   , R$ 29 105,78 , 306 , 153 , 36 308 
PA,CASTANHAL, R$ 1 074 869,57 , R$ -   , R$ 47 137,53 , 391 , 196 , 121 281 
PA,CHAVES, R$ 108 039,06 , R$ -   , R$ 30 398,55 , 142 , 71 , 14 228 
PA,COLARES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 102 , 51 , 10 215 
PA,CONCEIÇÃO DO ARAGUAIA, R$ 238 338,49 , R$ -   , R$ 53 925,98 , 303 , 152 , 32 870 
PA,CONCÓRDIA DO PARÁ, R$ 177 829,41 , R$ -   , R$ 27 989,67 , 212 , 106 , 21 180 
PA,CUMARU DO NORTE, R$ 297 128,28 , R$ -   , R$ 10 803,91 , 76 , 38 , 7 596 
PA,CURIONÓPOLIS, R$ 437 142,81 , R$ -   , R$ 22 690,05 , 162 , 81 , 16 221 
PA,CURRALINHO, R$ 108 039,06 , R$ -   , R$ 13 666,65 , 199 , 100 , 19 851 
PA,CURUÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 99 , 50 , 9 851 
PA,CURUÇÁ, R$ 225 720,36 , R$ -   , R$ 17 151,67 , 289 , 145 , 28 851 
PA,DOM ELISEU, R$ 336 087,64 , R$ -   , R$ 22 378,50 , 300 , 150 , 30 475 
PA,ELDORADO DOS CARAJÁS, R$ 349 694,24 , R$ -   , R$ 24 320,76 , 200 , 100 , 19 950 
PA,FARO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 61 , 31 , 6 085 
PA,FLORESTA DO ARAGUAIA, R$ 197 587,81 , R$ -   , R$ 19 228,90 , 130 , 65 , 13 022 
PA,GARRAFÃO DO NORTE, R$ 108 039,06 , R$ -   , R$ 22 619,64 , 213 , 107 , 21 311 
PA,GOIANÉSIA DO PARÁ, R$ 238 597,64 , R$ -   , R$ 20 134,81 , 236 , 118 , 23 632 
PA,GURUPÁ, R$ 172 546,12 , R$ -   , R$ 17 798,67 , 176 , 88 , 17 567 
PA,IGARAPÉ-AÇU, R$ 108 039,06 , R$ -   , R$ 22 465,33 , 296 , 148 , 29 615 
PA,IGARAPÉ-MIRI, R$ 108 039,06 , R$ -   , R$ 14 594,14 , 318 , 159 , 47 561 
PA,INHANGAPI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 91 , 46 , 9 118 
PA,IPIXUNA DO PARÁ, R$ 163 485,40 , R$ -   , R$ 10 803,91 , 198 , 99 , 19 755 
PA,IRITUIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 249 , 125 , 24 868 
PA,ITAITUBA, R$ 389 242,98 , R$ -   , R$ 25 406,05 , 345 , 173 , 75 439 
PA,ITUPIRANGA, R$ 392 090,26 , R$ -   , R$ 22 552,88 , 303 , 152 , 33 163 
PA,JACAREACANGA, R$ 237 098,60 , R$ -   , R$ 10 803,91 , 97 , 49 , 9 722 
PA,JACUNDÁ, R$ 631 571,36 , R$ -   , R$ 13 858,04 , 305 , 153 , 34 656 
PA,JURUTI, R$ 108 039,06 , R$ -   , R$ 43 806,60 , 301 , 151 , 31 067 
PA,LIMOEIRO DO AJURU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 194 , 97 , 19 390 
PA,MÃE DO RIO, R$ 213 878,06 , R$ -   , R$ 10 803,91 , 249 , 125 , 24 882 
PA,MAGALHÃES BARATA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 83 , 42 , 8 257 
PA,MARABÁ, R$ 957 770,76 , R$ -   , R$ 209 499,14 , 429 , 215 , 159 055 
PA,MARACANÃ, R$ 108 039,06 , R$ -   , R$ 15 701,30 , 246 , 123 , 24 590 
PA,MARAPANIM, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 239 , 120 , 23 892 
PA,MARITUBA, R$ 384 965,16 , R$ -   , R$ 25 543,98 , 339 , 170 , 68 598 
PA,MEDICILÂNDIA, R$ 469 066,66 , R$ -   , R$ 20 291,29 , 177 , 89 , 17 704 
PA,MELGAÇO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 163 , 82 , 16 317 
PA,MOCAJUBA, R$ 108 039,06 , R$ -   , R$ 15 543,06 , 234 , 117 , 23 383 
PA,MOJU, R$ 169 894,83 , R$ -   , R$ 10 803,91 , 321 , 161 , 51 042 
PA,MOJUÍ DOS CAMPOS, R$ 108 039,06 , R$ -   , R$ 39 868,55 , 172 , 86 , 17 199 
PA,MONTE ALEGRE, R$ 158 652,05 , R$ -   , R$ 19 703,07 , 314 , 157 , 44 080 
PA,MUANÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 244 , 122 , 24 371 
PA,NOVA ESPERANÇA DO PIRIÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 146 , 73 , 14 578 
PA,NOVA IPIXUNA, R$ 141 590,92 , R$ -   , R$ 16 660,10 , 116 , 58 , 11 612 
PA,NOVA TIMBOTEUA, R$ 166 637,27 , R$ -   , R$ 10 803,91 , 114 , 57 , 11 388 
PA,NOVO PROGRESSO, R$ 230 491,34 , R$ -   , R$ 68 405,76 , 200 , 100 , 19 988 
PA,NOVO REPARTIMENTO, R$ 147 483,03 , R$ -   , R$ 43 578,68 , 311 , 156 , 40 823 
PA,ÓBIDOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 304 , 152 , 33 998 
PA,OEIRAS DO PARÁ, R$ 108 039,06 , R$ -   , R$ 37 379,54 , 209 , 105 , 20 857 
PA,ORIXIMINÁ, R$ 108 039,06 , R$ -   , R$ 40 149,30 , 313 , 157 , 42 700 
PA,OURÉM, R$ 108 039,06 , R$ -   , R$ 16 972,96 , 150 , 75 , 14 991 
PA,OURILÂNDIA DO NORTE, R$ 673 856,43 , R$ -   , R$ 79 997,31 , 225 , 113 , 22 533 
PA,PACAJÁ, R$ 316 732,83 , R$ -   , R$ 14 517,78 , 260 , 130 , 25 963 
PA,PALESTINA DO PARÁ, R$ 108 039,06 , R$ -   , R$ 15 145,77 , 64 , 32 , 6 363 
PA,PARAGOMINAS, R$ 267 790,00 , R$ -   , R$ 29 842,01 , 338 , 169 , 67 945 
PA,PARAUAPEBAS, R$ 3 258 717,94 , R$ -   , R$ 186 030,82 , 420 , 210 , 149 584 
PA,PAU D'ARCO, R$ 295 418,98 , R$ -   , R$ 10 803,91 , 77 , 39 , 7 677 
PA,PEIXE-BOI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 82 , 41 , 8 181 
PA,PIÇARRA, R$ 147 892,18 , R$ -   , R$ 24 275,72 , 96 , 48 , 9 558 
PA,PLACAS, R$ 108 039,06 , R$ -   , R$ 27 490,61 , 119 , 60 , 11 888 
PA,PONTA DE PEDRAS, R$ 193 929,96 , R$ -   , R$ 13 748,11 , 188 , 94 , 18 818 
PA,PORTEL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 303 , 152 , 33 180 
PA,PORTO DE MOZ, R$ 342 681,05 , R$ -   , R$ 10 803,91 , 196 , 98 , 19 600 
PA,PRAINHA, R$ 135 926,18 , R$ -   , R$ 10 803,91 , 222 , 111 , 22 238 
PA,PRIMAVERA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 96 , 48 , 9 609 
PA,QUATIPURU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 92 , 46 , 9 202 
PA,REDENÇÃO, R$ 379 365,15 , R$ -   , R$ 41 171,28 , 328 , 164 , 58 037 
PA,RIO MARIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 137 , 69 , 13 748 
PA,RONDON DO PARÁ, R$ 467 887,43 , R$ -   , R$ 15 235,94 , 300 , 150 , 30 018 
PA,RURÓPOLIS, R$ 108 039,06 , R$ -   , R$ 20 409,77 , 177 , 89 , 17 663 
PA,SALINÓPOLIS, R$ 306 142,02 , R$ -   , R$ 30 486,11 , 301 , 151 , 30 500 
PA,SALVATERRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 185 , 93 , 18 508 
PA,SANTA BÁRBARA DO PARÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 160 , 80 , 16 017 
PA,SANTA CRUZ DO ARARI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 71 , 36 , 7 117 
PA,SANTA ISABEL DO PARÁ, R$ 108 039,06 , R$ -   , R$ 29 184,90 , 314 , 157 , 43 955 
PA,SANTA LUZIA DO PARÁ, R$ 156 699,32 , R$ -   , R$ 20 703,97 , 166 , 83 , 16 609 
PA,SANTA MARIA DAS BARREIRAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 140 , 70 , 14 013 
PA,SANTA MARIA DO PARÁ, R$ 198 141,19 , R$ -   , R$ 26 348,29 , 202 , 101 , 20 213 
PA,SANTANA DO ARAGUAIA, R$ 319 221,38 , R$ -   , R$ 14 880,60 , 223 , 112 , 22 273 
PA,SANTARÉM, R$ 1 013 155,31 , R$ 303 946,59 , R$ 73 206,72 , 479 , 240 , 209 484 
PA,SANTARÉM NOVO, R$ 108 039,06 , R$ -   , R$ 17 392,30 , 67 , 34 , 6 746 
PA,SANTO ANTÔNIO DO TAUÁ, R$ 183 474,83 , R$ -   , R$ 13 820,21 , 237 , 119 , 23 734 
PA,SÃO CAETANO DE ODIVELAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 150 , 75 , 15 013 
PA,SÃO DOMINGOS DO ARAGUAIA, R$ 108 039,06 , R$ -   , R$ 41 530,86 , 162 , 81 , 16 227 
PA,SÃO DOMINGOS DO CAPIM, R$ 144 815,29 , R$ -   , R$ 13 845,59 , 230 , 115 , 22 967 
PA,SÃO FÉLIX DO XINGU, R$ 1 678 438,86 , R$ -   , R$ 47 366,07 , 306 , 153 , 36 375 
PA,SÃO FRANCISCO DO PARÁ, R$ 108 039,06 , R$ -   , R$ 14 917,59 , 137 , 69 , 13 745 
PA,SÃO GERALDO DO ARAGUAIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 206 , 103 , 20 638 
PA,SÃO JOÃO DA PONTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 64 , 32 , 6 420 
PA,SÃO JOÃO DE PIRABAS, R$ 205 412,52 , R$ -   , R$ 22 673,88 , 161 , 81 , 16 143 
PA,SÃO JOÃO DO ARAGUAIA, R$ 179 728,29 , R$ -   , R$ 10 803,91 , 114 , 57 , 11 447 
PA,SÃO MIGUEL DO GUAMÁ, R$ 232 518,50 , R$ -   , R$ 22 485,93 , 308 , 154 , 37 605 
PA,SÃO SEBASTIÃO DA BOA VISTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 196 , 98 , 19 621 
PA,SAPUCAIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 48 , 24 , 4 844 
PA,SENADOR JOSÉ PORFÍRIO, R$ 235 975,58 , R$ -   , R$ 16 227,14 , 95 , 48 , 9 540 
PA,SOURE, R$ 108 039,06 , R$ -   , R$ 14 024,95 , 210 , 105 , 20 967 
PA,TAILÂNDIA, R$ 190 799,07 , R$ -   , R$ 17 765,99 , 316 , 158 , 46 402 
PA,TERRA ALTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 102 , 51 , 10 191 
PA,TERRA SANTA, R$ 108 039,06 , R$ -   , R$ 14 452,23 , 127 , 64 , 12 732 
PA,TOMÉ-AÇU, R$ 326 004,48 , R$ -   , R$ 21 110,00 , 316 , 158 , 46 228 
PA,TRACUATEUA, R$ 158 091,60 , R$ -   , R$ 10 803,91 , 221 , 111 , 22 081 
PA,TRAIRÃO, R$ 108 039,06 , R$ -   , R$ 19 860,47 , 109 , 55 , 10 873 
PA,TUCUMÃ, R$ 357 565,62 , R$ -   , R$ 114 453,40 , 264 , 132 , 26 377 
PA,TUCURUÍ, R$ 320 748,77 , R$ -   , R$ 68 045,85 , 346 , 173 , 76 210 
PA,ULIANÓPOLIS, R$ 243 777,83 , R$ -   , R$ 10 803,91 , 174 , 87 , 17 401 
PA,URUARÁ, R$ 199 993,50 , R$ -   , R$ 16 724,52 , 288 , 144 , 28 787 
PA,VIGIA, R$ 108 039,06 , R$ -   , R$ 15 072,83 , 306 , 153 , 36 143 
PA,VISEU, R$ 108 039,06 , R$ -   , R$ 14 442,40 , 311 , 156 , 41 322 
PA,VITÓRIA DO XINGU, R$ 163 450,21 , R$ -   , R$ 16 837,49 , 136 , 68 , 13 622 
PA,XINGUARA, R$ 879 215,53 , R$ -   , R$ 14 562,52 , 302 , 151 , 32 338 
PB,ÁGUA BRANCA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 76 , 38 , 7 578 
PB,AGUIAR, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 427 
PB,ALAGOA GRANDE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 240 , 120 , 24 020 
PB,ALAGOA NOVA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 143 , 72 , 14 336 
PB,ALAGOINHA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 115 , 58 , 11 534 
PB,ALCANTIL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 226 
PB,ALGODÃO DE JANDAÍRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 688 
PB,ALHANDRA, R$ 173 275,11 , R$ -   , R$ 10 803,91 , 180 , 90 , 18 009 
PB,AMPARO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 22 , 11 , 2 193 
PB,APARECIDA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 63 , 32 , 6 336 
PB,ARAÇAGI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 127 , 64 , 12 664 
PB,ARARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 97 , 49 , 9 706 
PB,ARARUNA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 141 , 71 , 14 098 
PB,AREIA, R$ 134 550,43 , R$ -   , R$ 10 803,91 , 196 , 98 , 19 585 
PB,AREIA DE BARAÚNAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 18 , 9 , 1 763 
PB,AREIAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 53 , 27 , 5 316 
PB,AROEIRAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 166 , 83 , 16 604 
PB,ASSUNÇÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 35 , 18 , 3 483 
PB,BAÍA DA TRAIÇÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 67 , 34 , 6 716 
PB,BANANEIRAS, R$ 108 039,06 , R$ -   , R$ 16 438,65 , 159 , 80 , 15 881 
PB,BARAÚNA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 372 
PB,BARRA DE SANTA ROSA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 113 , 57 , 11 332 
PB,BARRA DE SANTANA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 68 , 34 , 6 801 
PB,BARRA DE SÃO MIGUEL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 46 , 23 , 4 633 
PB,BAYEUX, R$ 333 731,60 , R$ -   , R$ 19 288,37 , 336 , 168 , 66 455 
